File,Access,Account,Alert,Click,Confidential,Fradulent,Indefinite,Information,Notification,Password,Please,Provide,Request,Update,Upgrade,Verb %,Verify,Result 
phishing2\782.eml,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,13.64,0,1
phishing2\783.eml,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,15.96,0,1
phishing2\784.eml,5,11,0,0,0,0,0,0,1,0,0,0,0,0,0,17.57,0,1
phishing2\785.eml,5,11,0,0,0,0,0,0,1,0,0,0,0,0,0,17.57,0,1
phishing2\786.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,17.72,0,1
phishing2\787.eml,0,1,0,0,0,0,0,2,2,1,1,2,1,0,0,19.63,0,1
phishing2\788.eml,0,1,0,0,0,0,0,2,2,1,1,2,1,0,0,19.63,0,1
phishing2\789.eml,0,1,0,0,0,0,0,2,0,0,2,0,0,2,0,17.78,0,1
phishing2\79.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,20.27,0,1
phishing2\790.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,19.44,0,1
phishing2\791.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,20.0,0,1
phishing2\792.eml,1,3,0,1,0,0,0,4,0,1,1,0,0,2,0,15.38,1,1
phishing2\793.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,20.0,0,1
phishing2\794.eml,0,5,0,0,0,3,0,1,0,0,2,0,0,1,0,20.51,2,1
phishing2\795.eml,1,8,0,1,0,0,0,2,0,0,1,1,1,0,0,18.85,0,1
phishing2\796.eml,2,6,0,1,0,0,0,0,2,0,2,0,0,0,0,18.45,0,1
phishing2\797.eml,1,8,0,1,0,0,0,2,0,0,1,1,1,0,0,18.85,0,1
phishing2\798.eml,2,10,0,1,0,0,0,0,1,0,2,0,1,1,0,19.39,0,1
phishing2\799.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,10.67,0,1
phishing2\8.eml,7,18,0,1,0,0,0,1,0,0,3,0,0,3,0,19.54,0,1
phishing2\80.eml,0,1,0,0,0,0,0,1,0,0,2,0,1,3,0,10.26,0,1
phishing2\800.eml,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,16.67,0,1
phishing2\801.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing2\802.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,10.67,0,1
phishing2\803.eml,1,0,1,1,0,0,0,0,0,0,4,1,0,0,0,14.21,0,1
phishing2\804.eml,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,22.45,0,1
phishing2\805.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,19.44,0,1
phishing2\806.eml,0,7,0,0,0,0,0,3,0,1,1,0,0,3,0,23.58,1,1
phishing2\807.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,20.0,0,1
phishing2\808.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing2\809.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,20.0,0,1
phishing2\81.eml,0,5,0,0,0,0,0,6,0,0,1,0,0,2,0,12.66,1,1
phishing2\810.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,17.72,0,1
phishing2\811.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,21.11,0,1
phishing2\812.eml,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,32.39,0,1
phishing2\813.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,20.59,0,1
phishing2\814.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,10.67,0,1
phishing2\815.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,10.67,0,1
phishing2\816.eml,1,13,0,4,0,0,0,7,1,1,2,0,3,0,0,21.31,0,1
phishing2\817.eml,0,3,0,1,0,0,0,1,0,0,3,0,0,0,0,19.64,0,1
phishing2\818.eml,10,22,0,0,0,0,0,0,2,0,0,0,0,2,0,19.49,0,1
phishing2\819.eml,0,5,0,0,0,0,0,3,0,0,2,1,1,1,0,18.56,0,1
phishing2\82.eml,2,6,0,2,0,1,0,4,1,2,3,1,0,1,0,17.54,0,1
phishing2\820.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing2\821.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.82,0,1
phishing2\822.eml,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,15.2,0,1
phishing2\823.eml,1,5,0,0,0,2,0,1,0,0,1,0,0,0,0,17.72,3,1
phishing2\824.eml,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,22.03,0,1
phishing2\825.eml,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17.14,0,1
phishing2\826.eml,4,11,0,1,0,0,0,3,0,0,4,0,0,0,0,17.32,0,1
phishing2\827.eml,0,5,0,1,0,0,0,2,0,0,3,0,0,1,0,21.43,0,1
phishing2\828.eml,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,22.78,0,1
phishing2\829.eml,4,4,0,1,0,0,0,2,0,0,1,0,0,0,0,18.97,0,1
phishing2\83.eml,5,11,0,0,0,0,0,1,0,0,2,1,1,0,0,15.83,0,1
phishing2\830.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,19.23,0,1
phishing2\831.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,19.23,0,1
phishing2\832.eml,7,16,0,1,0,0,0,2,0,0,4,1,0,2,0,20.11,0,1
phishing2\833.eml,0,5,0,1,0,1,0,1,0,1,2,0,0,1,0,19.77,2,1
phishing2\834.eml,3,14,0,1,0,0,0,0,0,1,2,0,0,0,0,15.86,0,1
phishing2\835.eml,7,12,0,1,0,0,0,1,0,0,1,0,0,0,0,15.83,0,1
phishing2\836.eml,1,8,0,2,0,0,1,4,3,0,4,2,0,1,0,20.52,0,1
phishing2\837.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20.83,0,1
phishing2\838.eml,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,16.55,0,1
phishing2\839.eml,4,11,0,1,0,0,0,3,0,0,4,0,0,0,0,17.6,0,1
phishing2\84.eml,5,11,0,0,0,0,0,1,0,0,2,1,1,0,0,15.83,0,1
phishing2\840.eml,3,8,0,1,0,1,0,5,1,4,4,1,0,7,0,21.51,0,1
phishing2\841.eml,0,5,0,0,0,3,1,2,0,0,1,2,0,1,0,21.88,1,1
phishing2\842.eml,1,9,0,1,0,1,0,0,0,0,3,0,0,0,0,17.46,3,1
phishing2\843.eml,1,3,1,2,0,0,0,3,0,3,4,0,0,0,0,16.9,0,1
phishing2\844.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,17.57,0,1
phishing2\845.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing2\846.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,17.57,0,1
phishing2\847.eml,0,11,0,0,0,1,0,0,0,0,3,0,0,0,0,22.99,0,1
phishing2\848.eml,0,5,0,0,0,3,1,2,0,0,1,2,0,1,0,20.41,1,1
phishing2\849.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,20.59,0,1
phishing2\85.eml,0,6,0,0,0,0,0,3,0,1,0,0,0,1,0,23.3,1,1
phishing2\850.eml,3,14,0,1,0,0,0,0,0,1,2,0,0,0,0,15.86,0,1
phishing2\851.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,20.0,0,1
phishing2\852.eml,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,19.05,0,1
phishing2\853.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,20.0,0,1
phishing2\854.eml,2,10,0,1,0,0,0,1,2,0,2,0,1,1,0,18.18,1,1
phishing2\855.eml,2,10,0,1,0,0,0,1,2,0,2,0,1,1,0,18.18,1,1
phishing2\856.eml,2,10,0,1,0,0,0,1,2,0,2,0,1,1,0,18.56,1,1
phishing2\857.eml,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,12.24,0,1
phishing2\858.eml,1,7,0,2,0,1,0,7,1,4,3,1,0,6,0,16.03,0,1
phishing2\859.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,21.08,0,1
phishing2\86.eml,2,7,0,1,0,1,0,0,0,3,2,0,0,0,0,18.63,0,1
phishing2\860.eml,0,8,0,1,0,0,0,2,0,0,3,0,0,2,0,24.07,0,1
phishing2\861.eml,5,9,0,2,0,0,0,3,0,0,1,1,0,0,0,17.86,0,1
phishing2\862.eml,0,7,0,2,0,0,0,2,0,0,1,0,0,5,0,18.49,0,1
phishing2\863.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,21.08,0,1
phishing2\864.eml,1,13,0,4,0,0,0,7,1,1,2,0,3,0,0,21.76,0,1
phishing2\865.eml,7,12,0,1,0,0,0,1,0,0,1,0,0,0,0,15.83,0,1
phishing2\866.eml,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21.25,0,1
phishing2\867.eml,0,3,0,2,0,0,0,1,1,0,3,0,1,6,0,24.18,0,1
phishing2\868.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,21.74,0,1
phishing2\869.eml,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21.43,0,1
phishing2\87.eml,2,2,0,0,0,0,0,2,0,0,3,0,0,0,0,18.9,0,1
phishing2\870.eml,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,20.45,0,1
phishing2\871.eml,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,20.45,0,1
phishing2\872.eml,1,8,0,1,0,0,0,1,0,0,2,0,2,0,0,18.25,0,1
phishing2\873.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,18.18,0,1
phishing2\874.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,17.78,0,1
phishing2\875.eml,1,13,0,1,0,0,0,3,1,2,5,1,1,1,0,21.21,0,1
phishing2\876.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.28,0,1
phishing2\877.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20.83,0,1
phishing2\878.eml,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,17.44,0,1
phishing2\879.eml,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,21.05,0,1
phishing2\88.eml,5,11,0,0,0,0,0,1,0,0,2,1,1,0,0,15.83,0,1
phishing2\880.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,17.57,0,1
phishing2\881.eml,0,6,0,1,0,1,0,1,1,4,3,1,0,1,0,21.28,0,1
phishing2\882.eml,1,13,0,1,0,0,0,3,1,2,5,1,1,1,0,21.21,0,1
phishing2\883.eml,0,3,0,2,0,0,0,1,1,0,3,0,1,6,0,23.84,0,1
phishing2\884.eml,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18.95,0,1
phishing2\885.eml,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,17.02,0,1
phishing2\886.eml,0,6,0,1,0,0,0,1,1,0,2,0,0,6,0,20.97,0,1
phishing2\887.eml,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,21.9,0,1
phishing2\888.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,21.08,0,1
phishing2\889.eml,0,7,0,2,0,0,0,2,0,0,1,0,0,5,0,18.49,0,1
phishing2\89.eml,0,0,0,2,0,0,0,2,3,2,2,0,4,0,0,21.93,0,1
phishing2\890.eml,0,3,0,1,0,1,0,4,0,3,3,1,0,6,0,20.49,0,1
phishing2\891.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,20.59,0,1
phishing2\892.eml,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,17.44,0,1
phishing2\893.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,18.69,2,1
phishing2\894.eml,1,13,0,4,0,0,0,7,2,1,2,0,3,0,0,21.05,0,1
phishing2\895.eml,2,12,0,3,0,1,0,4,0,4,3,1,0,0,0,17.46,0,1
phishing2\896.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,20.0,0,1
phishing2\897.eml,0,3,0,0,0,0,0,2,0,0,3,1,1,4,0,20.97,0,1
phishing2\898.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,18.87,2,1
phishing2\899.eml,0,4,0,0,0,1,1,1,1,0,2,0,1,0,0,23.88,0,1
phishing2\9.eml,0,5,0,0,0,0,0,6,0,0,1,0,0,2,0,12.66,1,1
phishing2\90.eml,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,20.0,0,1
phishing2\900.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,21.08,0,1
phishing2\901.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,22.27,0,1
phishing2\902.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,18.87,2,1
phishing2\903.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,22.99,0,1
phishing2\904.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,22.99,0,1
phishing2\905.eml,5,14,0,1,0,0,0,3,0,0,2,0,0,0,0,21.23,0,1
phishing2\906.eml,0,10,0,0,0,1,0,1,0,0,3,0,0,0,0,22.68,0,1
phishing2\907.eml,1,9,0,1,0,0,0,1,0,0,2,0,2,0,0,18.75,1,1
phishing2\908.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,22.99,0,1
phishing2\909.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,18.46,0,1
phishing2\91.eml,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,20.0,0,1
phishing2\910.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.28,0,1
phishing2\911.eml,1,10,0,3,0,1,0,2,1,3,5,1,0,9,0,17.75,0,1
phishing2\912.eml,1,10,0,3,0,1,0,2,1,3,5,1,0,9,0,17.75,0,1
phishing2\913.eml,7,12,0,0,0,0,0,2,0,1,3,1,0,0,0,26.5,0,1
phishing2\914.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing2\915.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,22.99,0,1
phishing2\916.eml,0,6,0,1,0,1,0,2,0,0,0,0,0,1,0,26.09,1,1
phishing2\917.eml,3,9,0,1,0,0,0,2,0,0,3,0,0,0,0,18.81,1,1
phishing2\918.eml,0,5,0,0,0,2,0,1,0,0,0,0,0,2,0,19.49,0,1
phishing2\919.eml,0,3,0,0,0,0,0,2,0,0,3,1,1,4,0,20.97,0,1
phishing2\92.eml,0,5,0,1,0,0,0,1,0,0,2,0,0,7,0,20.83,0,1
phishing2\920.eml,0,3,0,2,0,0,0,1,1,0,3,0,1,6,0,23.84,0,1
phishing2\921.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,19.51,0,1
phishing2\922.eml,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17.86,0,1
phishing2\923.eml,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,22.45,2,1
phishing2\924.eml,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,18.92,0,1
phishing2\925.eml,1,13,0,1,0,0,0,3,1,2,5,1,1,1,0,21.21,0,1
phishing2\926.eml,7,10,0,0,0,1,0,2,0,1,4,2,0,0,0,23.36,0,1
phishing2\927.eml,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,18.92,0,1
phishing2\928.eml,2,11,0,3,0,1,0,4,0,4,3,1,0,0,0,16.81,0,1
phishing2\929.eml,1,6,0,1,0,0,0,0,0,2,1,0,1,0,0,18.18,0,1
phishing2\93.eml,0,5,0,1,0,0,0,1,0,0,2,0,0,7,0,20.83,0,1
phishing2\930.eml,1,8,0,1,0,0,0,1,0,0,1,0,1,0,0,18.69,1,1
phishing2\931.eml,0,6,0,1,0,1,0,2,0,0,0,0,0,1,0,26.09,1,1
phishing2\932.eml,1,9,0,0,0,1,0,2,0,2,3,0,0,0,0,20.71,0,1
phishing2\933.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.28,0,1
phishing2\934.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,19.51,0,1
phishing2\935.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,18.87,2,1
phishing2\936.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,18.46,0,1
phishing2\937.eml,2,11,0,3,0,1,0,4,0,4,3,1,0,0,0,16.81,0,1
phishing2\938.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,20.78,0,1
phishing2\939.eml,4,10,0,2,0,0,0,2,1,0,2,0,0,1,0,14.88,1,1
phishing2\94.eml,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,21.9,0,1
phishing2\940.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,1
phishing2\941.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,17.57,0,1
phishing2\942.eml,0,3,0,0,0,0,0,2,0,0,3,1,1,4,0,20.97,0,1
phishing2\943.eml,1,3,0,0,0,0,0,1,0,0,2,0,0,0,0,14.89,0,1
phishing2\944.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,1
phishing2\945.eml,0,5,0,1,0,1,0,3,0,0,0,0,0,1,0,19.18,2,1
phishing2\946.eml,0,7,0,0,0,0,0,2,0,0,0,0,0,5,0,19.1,0,1
phishing2\947.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,18.87,2,1
phishing2\948.eml,0,5,0,0,0,0,0,3,0,0,3,1,1,1,0,19.8,0,1
phishing2\949.eml,0,3,0,1,0,0,0,1,0,0,3,0,0,0,0,19.05,0,1
phishing2\95.eml,0,3,0,0,1,0,0,1,0,0,1,0,0,2,0,18.07,0,1
phishing2\950.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,18.87,2,1
phishing2\951.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,1
phishing2\952.eml,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,22.41,0,1
phishing2\953.eml,9,11,0,1,0,0,0,2,0,0,2,1,0,0,0,25.26,0,1
phishing2\954.eml,1,0,0,0,2,0,0,7,0,0,2,1,0,2,0,15.15,0,1
phishing2\955.eml,7,10,0,0,0,1,0,2,0,1,4,2,0,0,0,23.36,0,1
phishing2\956.eml,7,16,0,1,0,0,0,2,0,0,4,1,0,2,0,20.11,0,1
phishing2\957.eml,0,7,1,2,0,0,0,2,0,0,1,0,0,5,0,17.36,0,1
phishing2\958.eml,0,3,0,1,0,0,0,1,0,0,3,0,0,0,0,13.33,0,1
phishing2\959.eml,8,11,0,0,0,0,0,2,0,0,1,1,0,0,0,16.81,0,1
phishing2\96.eml,0,5,0,0,0,0,0,3,1,0,3,0,1,7,0,17.95,0,1
phishing2\960.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20.83,0,1
phishing2\961.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20.83,0,1
phishing2\962.eml,0,6,0,1,0,1,0,1,1,4,3,1,0,1,0,21.28,0,1
phishing2\963.eml,5,10,0,1,0,0,0,2,0,0,3,1,0,0,0,22.81,0,1
phishing2\964.eml,8,11,0,0,0,0,0,2,0,0,1,1,0,0,0,16.81,0,1
phishing2\965.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,17.57,0,1
phishing2\966.eml,2,4,0,1,0,0,0,0,0,0,3,1,0,1,0,17.05,1,1
phishing2\967.eml,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,22.41,0,1
phishing2\968.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,18.87,2,1
phishing2\969.eml,7,10,0,0,0,1,0,2,0,1,4,2,0,0,0,23.36,0,1
phishing2\97.eml,5,13,0,1,0,1,0,1,1,4,2,1,1,1,0,16.2,0,1
phishing2\970.eml,3,8,0,1,0,0,0,5,1,1,4,0,0,7,0,19.61,0,1
phishing2\971.eml,0,3,0,2,0,0,0,1,1,1,1,0,1,0,0,21.99,0,1
phishing2\972.eml,1,9,0,3,0,0,0,3,0,1,2,0,0,0,0,18.92,0,1
phishing2\973.eml,1,7,0,1,0,0,1,4,0,0,3,2,0,4,0,21.82,0,1
phishing2\974.eml,0,6,0,0,0,0,1,5,1,0,2,4,1,0,0,20.44,4,1
phishing2\975.eml,2,2,0,0,0,1,0,0,0,2,2,0,0,0,0,20.24,0,1
phishing2\976.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,18.18,0,1
phishing2\977.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,18.18,0,1
phishing2\978.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20.83,0,1
phishing2\979.eml,5,14,0,1,0,0,0,3,0,0,2,0,0,0,0,20.67,0,1
phishing2\98.eml,5,13,0,1,0,1,0,1,1,4,2,1,1,1,0,16.2,0,1
phishing2\980.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20.83,0,1
phishing2\981.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20.83,0,1
phishing2\982.eml,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,0,1
phishing2\983.eml,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,0,1
phishing2\984.eml,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,0,1
phishing2\985.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49,0,1
phishing2\986.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,1
phishing2\987.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,0,1
phishing2\988.eml,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,15.79,1,1
phishing2\989.eml,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,0,1
phishing2\99.eml,0,5,0,1,0,0,0,3,0,0,2,0,0,6,0,18.75,0,1
phishing2\990.eml,8,17,0,1,0,1,0,0,0,4,4,1,1,1,0,16.81,0,1
phishing2\991.eml,1,9,0,1,0,0,0,1,2,0,2,0,1,1,0,17.2,1,1
phishing2\992.eml,0,1,0,0,0,0,0,2,0,0,1,0,0,4,0,14.04,0,1
phishing2\993.eml,1,0,0,0,2,0,0,7,0,0,2,1,0,2,0,13.46,0,1
phishing2\994.eml,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,0,1
phishing2\995.eml,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,15.38,0,1
phishing2\996.eml,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,15.38,0,1
phishing2\997.eml,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,15.38,0,1
phishing2\998.eml,7,12,0,1,0,0,0,1,0,0,1,0,0,0,0,15.83,0,1
phishing2\999.eml,1,9,0,1,0,0,0,1,0,0,1,1,2,0,0,17.0,0,1
phishing3\1.eml,0,4,0,1,0,0,0,5,0,0,1,0,0,3,0,25.61,0,1
phishing3\10.eml,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19.0,0,1
phishing3\100.eml,7,18,0,1,0,0,0,2,0,0,3,0,0,3,0,20.0,0,1
phishing3\1000.eml,1,7,0,2,0,1,0,7,1,4,3,1,0,6,0,16.03,0,1
phishing3\1001.eml,1,8,0,1,0,0,0,0,0,0,1,0,1,0,0,21.79,0,1
phishing3\1002.eml,0,2,0,1,0,1,1,0,0,4,1,0,0,0,0,23.64,0,1
phishing3\1003.eml,0,2,0,0,0,0,0,2,0,0,2,1,1,0,0,14.46,0,1
phishing3\1004.eml,8,11,0,0,0,0,0,3,0,0,2,1,0,0,0,22.55,0,1
phishing3\1005.eml,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,20.2,0,1
phishing3\1006.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,16.87,0,1
phishing3\1007.eml,1,8,0,1,0,0,0,0,0,0,1,0,1,0,0,21.25,0,1
phishing3\1008.eml,1,13,0,4,0,0,0,7,1,1,2,0,3,1,0,21.43,0,1
phishing3\1009.eml,0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,18.97,0,1
phishing3\101.eml,7,18,0,1,0,0,0,2,0,0,3,0,0,3,0,20.0,0,1
phishing3\1010.eml,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,16.44,0,1
phishing3\1011.eml,0,4,0,0,0,1,0,3,1,0,2,0,0,0,0,20.45,1,1
phishing3\1012.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,16.87,0,1
phishing3\1013.eml,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,19.9,0,1
phishing3\1014.eml,1,10,0,2,0,0,0,2,0,0,2,1,2,0,0,17.69,0,1
phishing3\1015.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,16.87,0,1
phishing3\1016.eml,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,19.9,0,1
phishing3\1017.eml,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23.12,0,1
phishing3\1018.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,16.87,0,1
phishing3\1019.eml,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,19.23,0,1
phishing3\102.eml,7,18,0,1,0,0,0,2,0,0,3,0,0,3,0,20.0,0,1
phishing3\1020.eml,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,19.23,0,1
phishing3\1021.eml,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,19.23,0,1
phishing3\1022.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,1
phishing3\1023.eml,0,2,0,1,0,1,1,0,0,4,1,0,0,0,0,23.64,0,1
phishing3\1024.eml,1,7,0,2,0,1,0,7,1,4,3,1,0,6,0,16.03,0,1
phishing3\1025.eml,9,11,0,1,0,0,0,2,0,0,2,1,0,0,0,25.26,0,1
phishing3\1026.eml,0,2,0,1,0,0,0,4,0,0,2,1,1,0,0,16.79,0,1
phishing3\1027.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,1
phishing3\1028.eml,0,8,0,4,0,0,1,5,0,1,4,2,1,1,0,22.58,0,1
phishing3\1029.eml,0,1,0,1,0,0,1,2,0,0,3,2,0,1,0,19.15,0,1
phishing3\103.eml,7,18,0,1,0,0,0,2,0,0,3,0,0,3,0,20.0,0,1
phishing3\1030.eml,0,4,0,0,0,1,1,1,1,0,2,0,1,0,0,25.0,0,1
phishing3\1031.eml,0,2,0,1,0,0,0,4,0,0,2,1,1,0,0,16.79,0,1
phishing3\1032.eml,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,19.07,0,1
phishing3\1033.eml,0,12,0,0,0,0,0,6,0,0,4,0,0,0,0,17.04,3,1
phishing3\1034.eml,2,7,0,1,0,0,0,2,0,0,2,0,0,2,0,13.92,0,1
phishing3\1035.eml,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,20.38,0,1
phishing3\1036.eml,3,10,0,1,0,0,0,1,2,0,2,0,1,1,0,17.89,1,1
phishing3\1037.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,1
phishing3\1038.eml,3,10,0,1,0,0,0,1,2,0,2,0,1,1,0,17.89,1,1
phishing3\1039.eml,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,18.18,0,1
phishing3\104.eml,7,18,0,1,0,0,0,2,0,0,3,0,0,3,0,20.0,0,1
phishing3\1040.eml,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,15.89,0,1
