File,Access,Account,Alert,Click,Confidential,Fradulent,Indefinite,Information,Notification,Password,Please,Provide,Request,Update,Upgrade,Verify,Verb %,Noun %,Adjective %,Adverb %,Result 
phishing_set_3\81.eml,0,5,0,0,0,0,0,6,0,0,1,0,0,2,0,1,12.66,60.76,17.72,6.33,1
phishing_set_3\810.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,17.72,58.23,22.78,0.0,1
phishing_set_3\811.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,21.11,60.0,12.78,2.22,1
phishing_set_3\812.eml,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,32.39,47.89,15.49,2.82,1
phishing_set_3\813.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,0,20.59,44.85,23.53,6.62,1
phishing_set_3\814.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,10.67,64.0,20.0,2.67,1
phishing_set_3\815.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,10.67,64.0,20.0,2.67,1
phishing_set_3\816.eml,1,13,0,4,0,0,0,7,1,1,2,0,3,0,0,0,21.31,56.56,17.21,2.46,1
phishing_set_3\817.eml,0,3,0,1,0,0,0,1,0,0,3,0,0,0,0,0,19.64,53.57,16.96,8.04,1
phishing_set_3\818.eml,10,22,0,0,0,0,0,0,2,0,0,0,0,2,0,0,19.49,57.2,16.53,1.69,1
phishing_set_3\819.eml,0,5,0,0,0,0,0,3,0,0,2,1,1,1,0,0,18.56,54.64,21.65,3.09,1
phishing_set_3\82.eml,2,6,0,2,0,1,0,4,1,2,3,1,0,1,0,0,17.54,54.39,21.93,4.39,1
phishing_set_3\820.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing_set_3\821.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.82,60.0,14.55,1.82,1
phishing_set_3\822.eml,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,15.2,62.57,16.96,4.09,1
phishing_set_3\823.eml,1,5,0,0,0,2,0,1,0,0,1,0,0,0,0,3,17.72,63.29,16.46,1.27,1
phishing_set_3\824.eml,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,22.03,59.32,16.95,0.0,1
phishing_set_3\825.eml,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17.14,61.43,15.0,0.71,1
phishing_set_3\826.eml,4,11,0,1,0,0,0,3,0,0,4,0,0,0,0,0,17.32,62.99,14.96,3.15,1
phishing_set_3\827.eml,0,5,0,1,0,0,0,2,0,0,3,0,0,1,0,0,21.43,57.14,16.33,2.04,1
phishing_set_3\828.eml,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,22.78,58.23,11.39,3.16,1
phishing_set_3\829.eml,4,4,0,1,0,0,0,2,0,0,1,0,0,0,0,0,18.97,67.24,10.34,1.72,1
phishing_set_3\83.eml,5,11,0,0,0,0,0,1,0,0,2,1,1,0,0,0,15.83,54.17,22.5,5.83,1
phishing_set_3\830.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,19.23,53.85,20.51,5.13,1
phishing_set_3\831.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,19.23,53.85,20.51,5.13,1
phishing_set_3\832.eml,7,16,0,1,0,0,0,2,0,0,4,1,0,2,0,0,20.11,51.96,21.23,2.79,1
phishing_set_3\833.eml,0,5,0,1,0,1,0,1,0,1,2,0,0,1,0,2,19.77,59.3,17.44,1.16,1
phishing_set_3\834.eml,3,14,0,1,0,0,0,0,0,1,2,0,0,0,0,0,15.86,55.17,22.76,4.14,1
phishing_set_3\835.eml,7,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,15.83,54.68,25.18,2.16,1
phishing_set_3\836.eml,1,8,0,2,0,0,1,4,3,0,4,2,0,1,0,0,20.52,55.97,15.67,2.99,1
phishing_set_3\837.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,20.83,58.33,16.67,4.17,1
phishing_set_3\838.eml,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,16.55,56.55,19.31,1.38,1
phishing_set_3\839.eml,4,11,0,1,0,0,0,3,0,0,4,0,0,0,0,0,17.6,62.4,15.2,3.2,1
phishing_set_3\84.eml,5,11,0,0,0,0,0,1,0,0,2,1,1,0,0,0,15.83,54.17,22.5,5.83,1
phishing_set_3\840.eml,3,8,0,1,0,1,0,5,1,4,4,1,0,7,0,0,21.51,51.16,22.67,4.07,1
phishing_set_3\841.eml,0,5,0,0,0,3,1,2,0,0,1,2,0,1,0,1,21.88,45.83,18.75,6.25,1
phishing_set_3\842.eml,1,9,0,1,0,1,0,0,0,0,3,0,0,0,0,3,17.46,57.14,20.63,3.17,1
phishing_set_3\843.eml,1,3,1,2,0,0,0,3,0,3,4,0,0,0,0,0,16.9,55.63,23.24,2.82,1
phishing_set_3\844.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,17.57,52.7,27.03,1.35,1
phishing_set_3\845.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing_set_3\846.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,17.57,52.7,27.03,1.35,1
phishing_set_3\847.eml,0,11,0,0,0,1,0,0,0,0,3,0,0,0,0,0,22.99,51.72,21.84,3.45,1
phishing_set_3\848.eml,0,5,0,0,0,3,1,2,0,0,1,2,0,1,0,1,20.41,46.94,19.39,6.12,1
phishing_set_3\849.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,0,20.59,56.37,20.1,1.96,1
phishing_set_3\85.eml,0,6,0,0,0,0,0,3,0,1,0,0,0,1,0,1,23.3,50.49,18.45,4.85,1
phishing_set_3\850.eml,3,14,0,1,0,0,0,0,0,1,2,0,0,0,0,0,15.86,55.17,22.76,4.14,1
phishing_set_3\851.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,0,20.0,45.19,23.7,6.67,1
phishing_set_3\852.eml,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,19.05,61.9,14.81,1.06,1
phishing_set_3\853.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,0,20.0,45.19,23.7,6.67,1
phishing_set_3\854.eml,2,10,0,1,0,0,0,1,2,0,2,0,1,1,0,1,18.18,54.55,21.21,5.05,1
phishing_set_3\855.eml,2,10,0,1,0,0,0,1,2,0,2,0,1,1,0,1,18.18,54.55,21.21,5.05,1
phishing_set_3\856.eml,2,10,0,1,0,0,0,1,2,0,2,0,1,1,0,1,18.56,53.61,21.65,5.15,1
phishing_set_3\857.eml,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,12.24,55.1,24.49,2.04,1
phishing_set_3\858.eml,1,7,0,2,0,1,0,7,1,4,3,1,0,6,0,0,16.03,55.77,23.08,3.85,1
phishing_set_3\859.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,0,21.08,55.88,19.61,1.96,1
phishing_set_3\86.eml,2,7,0,1,0,1,0,0,0,3,2,0,0,0,0,0,18.63,49.02,22.55,6.86,1
phishing_set_3\860.eml,0,8,0,1,0,0,0,2,0,0,3,0,0,2,0,0,24.07,50.0,22.22,1.85,1
phishing_set_3\861.eml,5,9,0,2,0,0,0,3,0,0,1,1,0,0,0,0,17.86,52.38,21.43,3.57,1
phishing_set_3\862.eml,0,7,0,2,0,0,0,2,0,0,1,0,0,5,0,0,18.49,52.1,26.05,2.52,1
phishing_set_3\863.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,0,21.08,55.88,19.61,1.96,1
phishing_set_3\864.eml,1,13,0,4,0,0,0,7,1,1,2,0,3,0,0,0,21.76,56.49,16.32,2.51,1
phishing_set_3\865.eml,7,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,15.83,54.68,25.18,2.16,1
phishing_set_3\866.eml,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.25,53.75,15.0,3.75,1
phishing_set_3\867.eml,0,3,0,2,0,0,0,1,1,0,3,0,1,6,0,0,24.18,52.29,19.61,1.96,1
phishing_set_3\868.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,21.74,48.91,22.83,4.35,1
phishing_set_3\869.eml,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.43,54.29,17.14,2.86,1
phishing_set_3\87.eml,2,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,18.9,50.61,14.63,12.2,1
phishing_set_3\870.eml,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,20.45,54.55,21.59,2.27,1
phishing_set_3\871.eml,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,20.45,54.55,21.59,2.27,1
phishing_set_3\872.eml,1,8,0,1,0,0,0,1,0,0,2,0,2,0,0,0,18.25,56.35,19.05,3.17,1
phishing_set_3\873.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,18.18,54.55,19.48,3.9,1
phishing_set_3\874.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,17.78,53.33,23.33,3.33,1
phishing_set_3\875.eml,1,13,0,1,0,0,0,3,1,2,5,1,1,1,0,0,21.21,51.52,22.42,3.64,1
phishing_set_3\876.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.28,53.19,16.31,4.26,1
phishing_set_3\877.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,20.83,58.33,16.67,4.17,1
phishing_set_3\878.eml,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17.44,54.65,24.42,2.33,1
phishing_set_3\879.eml,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.05,50.88,26.32,1.75,1
phishing_set_3\88.eml,5,11,0,0,0,0,0,1,0,0,2,1,1,0,0,0,15.83,54.17,22.5,5.83,1
phishing_set_3\880.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,17.57,52.7,27.03,1.35,1
phishing_set_3\881.eml,0,6,0,1,0,1,0,1,1,4,3,1,0,1,0,0,21.28,48.94,23.4,5.32,1
phishing_set_3\882.eml,1,13,0,1,0,0,0,3,1,2,5,1,1,1,0,0,21.21,51.52,22.42,3.64,1
phishing_set_3\883.eml,0,3,0,2,0,0,0,1,1,0,3,0,1,6,0,0,23.84,51.66,20.53,1.99,1
phishing_set_3\884.eml,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18.95,61.05,15.79,1.05,1
phishing_set_3\885.eml,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,17.02,59.57,19.15,1.06,1
phishing_set_3\886.eml,0,6,0,1,0,0,0,1,1,0,2,0,0,6,0,0,20.97,48.39,24.19,3.23,1
phishing_set_3\887.eml,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,21.9,45.71,26.67,5.71,1
phishing_set_3\888.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,0,21.08,55.88,19.61,1.96,1
phishing_set_3\889.eml,0,7,0,2,0,0,0,2,0,0,1,0,0,5,0,0,18.49,52.1,26.05,2.52,1
phishing_set_3\89.eml,0,0,0,2,0,0,0,2,3,2,2,0,4,0,0,0,21.93,58.14,16.94,1.0,1
phishing_set_3\890.eml,0,3,0,1,0,1,0,4,0,3,3,1,0,6,0,0,20.49,50.82,22.13,4.92,1
phishing_set_3\891.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,0,20.59,55.88,20.59,1.96,1
phishing_set_3\892.eml,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,17.44,58.14,18.6,2.33,1
phishing_set_3\893.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,2,18.69,55.14,22.43,2.8,1
phishing_set_3\894.eml,1,13,0,4,0,0,0,7,2,1,2,0,3,0,0,0,21.05,54.25,19.43,2.43,1
phishing_set_3\895.eml,2,12,0,3,0,1,0,4,0,4,3,1,0,0,0,0,17.46,56.35,19.84,6.35,1
phishing_set_3\896.eml,1,6,0,2,0,1,0,2,0,3,2,1,1,1,0,0,20.0,45.19,23.7,6.67,1
phishing_set_3\897.eml,0,3,0,0,0,0,0,2,0,0,3,1,1,4,0,0,20.97,49.19,20.97,8.06,1
phishing_set_3\898.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,2,18.87,54.72,22.64,2.83,1
phishing_set_3\899.eml,0,4,0,0,0,1,1,1,1,0,2,0,1,0,0,0,23.88,50.75,13.43,5.97,1
phishing_set_3\9.eml,0,5,0,0,0,0,0,6,0,0,1,0,0,2,0,1,12.66,60.76,17.72,6.33,1
phishing_set_3\90.eml,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,20.0,61.05,16.84,1.05,1
phishing_set_3\900.eml,0,9,0,2,0,2,0,5,3,0,0,0,0,2,0,0,21.08,55.88,19.61,1.96,1
phishing_set_3\901.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,22.27,56.4,14.69,2.84,1
phishing_set_3\902.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,2,18.87,54.72,22.64,2.83,1
phishing_set_3\903.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,22.99,57.22,13.37,2.67,1
phishing_set_3\904.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,22.99,57.22,13.37,2.67,1
phishing_set_3\905.eml,5,14,0,1,0,0,0,3,0,0,2,0,0,0,0,0,21.23,47.95,23.29,2.74,1
phishing_set_3\906.eml,0,10,0,0,0,1,0,1,0,0,3,0,0,0,0,0,22.68,50.52,23.71,3.09,1
phishing_set_3\907.eml,1,9,0,1,0,0,0,1,0,0,2,0,2,0,0,1,18.75,57.14,18.75,1.79,1
phishing_set_3\908.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,22.99,57.22,13.37,2.67,1
phishing_set_3\909.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,18.46,55.38,21.54,3.08,1
phishing_set_3\91.eml,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,20.0,61.05,16.84,1.05,1
phishing_set_3\910.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.28,53.19,16.31,4.26,1
phishing_set_3\911.eml,1,10,0,3,0,1,0,2,1,3,5,1,0,9,0,0,17.75,55.62,20.71,4.73,1
phishing_set_3\912.eml,1,10,0,3,0,1,0,2,1,3,5,1,0,9,0,0,17.75,55.62,20.71,4.73,1
phishing_set_3\913.eml,7,12,0,0,0,0,0,2,0,1,3,1,0,0,0,0,26.5,46.15,16.24,7.69,1
phishing_set_3\914.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phishing_set_3\915.eml,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,22.99,57.22,13.37,2.67,1
phishing_set_3\916.eml,0,6,0,1,0,1,0,2,0,0,0,0,0,1,0,1,26.09,50.72,15.94,4.35,1
phishing_set_3\917.eml,3,9,0,1,0,0,0,2,0,0,3,0,0,0,0,1,18.81,60.4,16.83,2.97,1
phishing_set_3\918.eml,0,5,0,0,0,2,0,1,0,0,0,0,0,2,0,0,19.49,55.93,22.88,1.69,1
phishing_set_3\919.eml,0,3,0,0,0,0,0,2,0,0,3,1,1,4,0,0,20.97,49.19,20.97,8.06,1
phishing_set_3\92.eml,0,5,0,1,0,0,0,1,0,0,2,0,0,7,0,0,20.83,52.78,20.83,4.17,1
phishing_set_3\920.eml,0,3,0,2,0,0,0,1,1,0,3,0,1,6,0,0,23.84,51.66,20.53,1.99,1
phishing_set_3\921.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,19.51,54.88,19.51,3.66,1
phishing_set_3\922.eml,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.86,61.61,14.29,3.57,1
phishing_set_3\923.eml,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,2,22.45,59.18,10.2,0.0,1
phishing_set_3\924.eml,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.92,60.36,15.32,3.6,1
phishing_set_3\925.eml,1,13,0,1,0,0,0,3,1,2,5,1,1,1,0,0,21.21,51.52,22.42,3.64,1
phishing_set_3\926.eml,7,10,0,0,0,1,0,2,0,1,4,2,0,0,0,0,23.36,51.09,18.98,2.92,1
phishing_set_3\927.eml,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.92,61.26,14.41,3.6,1
phishing_set_3\928.eml,2,11,0,3,0,1,0,4,0,4,3,1,0,0,0,0,16.81,57.14,19.33,6.72,1
phishing_set_3\929.eml,1,6,0,1,0,0,0,0,0,2,1,0,1,0,0,0,18.18,48.76,19.83,6.61,1
phishing_set_3\93.eml,0,5,0,1,0,0,0,1,0,0,2,0,0,7,0,0,20.83,52.78,20.83,4.17,1
phishing_set_3\930.eml,1,8,0,1,0,0,0,1,0,0,1,0,1,0,0,1,18.69,57.01,17.76,2.8,1
phishing_set_3\931.eml,0,6,0,1,0,1,0,2,0,0,0,0,0,1,0,1,26.09,50.72,15.94,4.35,1
phishing_set_3\932.eml,1,9,0,0,0,1,0,2,0,2,3,0,0,0,0,0,20.71,52.14,22.86,2.14,1
phishing_set_3\933.eml,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.28,53.19,16.31,4.26,1
phishing_set_3\934.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,19.51,54.88,19.51,3.66,1
phishing_set_3\935.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,2,18.87,54.72,22.64,2.83,1
phishing_set_3\936.eml,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,18.46,55.38,21.54,3.08,1
phishing_set_3\937.eml,2,11,0,3,0,1,0,4,0,4,3,1,0,0,0,0,16.81,57.14,19.33,6.72,1
phishing_set_3\938.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,20.78,53.25,19.48,3.9,1
phishing_set_3\939.eml,4,10,0,2,0,0,0,2,1,0,2,0,0,1,0,1,14.88,51.24,27.27,4.96,1
phishing_set_3\94.eml,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,21.9,45.71,26.67,5.71,1
phishing_set_3\940.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,48.45,11.34,0.0,1
phishing_set_3\941.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,17.57,52.7,27.03,1.35,1
phishing_set_3\942.eml,0,3,0,0,0,0,0,2,0,0,3,1,1,4,0,0,20.97,49.19,20.97,8.06,1
phishing_set_3\943.eml,1,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,14.89,48.94,21.28,10.64,1
phishing_set_3\944.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,69.72,18.93,0.0,1
phishing_set_3\945.eml,0,5,0,1,0,1,0,3,0,0,0,0,0,1,0,2,19.18,57.53,19.18,1.37,1
phishing_set_3\946.eml,0,7,0,0,0,0,0,2,0,0,0,0,0,5,0,0,19.1,58.43,14.61,5.62,1
phishing_set_3\947.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,2,18.87,54.72,22.64,2.83,1
phishing_set_3\948.eml,0,5,0,0,0,0,0,3,0,0,3,1,1,1,0,0,19.8,58.42,19.8,1.98,1
phishing_set_3\949.eml,0,3,0,1,0,0,0,1,0,0,3,0,0,0,0,0,19.05,57.14,14.29,7.14,1
phishing_set_3\95.eml,0,3,0,0,1,0,0,1,0,0,1,0,0,2,0,0,18.07,53.01,24.1,3.61,1
phishing_set_3\950.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,2,18.87,54.72,22.64,2.83,1
phishing_set_3\951.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,33.33,50.0,0.0,1
phishing_set_3\952.eml,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,22.41,50.0,17.24,3.45,1
phishing_set_3\953.eml,9,11,0,1,0,0,0,2,0,0,2,1,0,0,0,0,25.26,52.63,14.74,5.26,1
phishing_set_3\954.eml,1,0,0,0,2,0,0,7,0,0,2,1,0,2,0,0,15.15,52.53,25.25,6.06,1
phishing_set_3\955.eml,7,10,0,0,0,1,0,2,0,1,4,2,0,0,0,0,23.36,51.09,18.98,2.92,1
phishing_set_3\956.eml,7,16,0,1,0,0,0,2,0,0,4,1,0,2,0,0,20.11,51.96,20.67,2.79,1
phishing_set_3\957.eml,0,7,1,2,0,0,0,2,0,0,1,0,0,5,0,0,17.36,52.89,26.45,2.48,1
phishing_set_3\958.eml,0,3,0,1,0,0,0,1,0,0,3,0,0,0,0,0,13.33,60.0,25.33,0.0,1
phishing_set_3\959.eml,8,11,0,0,0,0,0,2,0,0,1,1,0,0,0,0,16.81,55.75,19.47,5.31,1
phishing_set_3\96.eml,0,5,0,0,0,0,0,3,1,0,3,0,1,7,0,0,17.95,55.9,20.0,2.05,1
phishing_set_3\960.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,20.83,58.33,16.67,4.17,1
phishing_set_3\961.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,20.83,58.33,16.67,4.17,1
phishing_set_3\962.eml,0,6,0,1,0,1,0,1,1,4,3,1,0,1,0,0,21.28,47.87,24.47,5.32,1
phishing_set_3\963.eml,5,10,0,1,0,0,0,2,0,0,3,1,0,0,0,0,22.81,50.88,18.42,4.39,1
phishing_set_3\964.eml,8,11,0,0,0,0,0,2,0,0,1,1,0,0,0,0,16.81,55.75,19.47,5.31,1
phishing_set_3\965.eml,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,17.57,52.7,27.03,1.35,1
phishing_set_3\966.eml,2,4,0,1,0,0,0,0,0,0,3,1,0,1,0,1,17.05,54.55,21.59,4.55,1
phishing_set_3\967.eml,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,22.41,50.0,17.24,3.45,1
phishing_set_3\968.eml,2,10,0,1,0,2,0,1,0,0,2,0,0,0,0,2,18.87,54.72,22.64,2.83,1
phishing_set_3\969.eml,7,10,0,0,0,1,0,2,0,1,4,2,0,0,0,0,23.36,51.09,18.98,2.92,1
phishing_set_3\97.eml,5,13,0,1,0,1,0,1,1,4,2,1,1,1,0,0,16.2,55.31,22.91,4.47,1
phishing_set_3\970.eml,3,8,0,1,0,0,0,5,1,1,4,0,0,7,0,0,19.61,53.59,22.88,3.27,1
phishing_set_3\971.eml,0,3,0,2,0,0,0,1,1,1,1,0,1,0,0,0,21.99,59.57,13.48,0.71,1
phishing_set_3\972.eml,1,9,0,3,0,0,0,3,0,1,2,0,0,0,0,0,18.92,59.46,16.22,5.41,1
phishing_set_3\973.eml,1,7,0,1,0,0,1,4,0,0,3,2,0,4,0,0,21.82,52.73,15.45,3.64,1
phishing_set_3\974.eml,0,6,0,0,0,0,1,5,1,0,2,4,1,0,0,4,20.44,53.28,18.98,3.65,1
phishing_set_3\975.eml,2,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,20.24,45.24,22.62,7.14,1
phishing_set_3\976.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,18.18,54.55,19.48,3.9,1
phishing_set_3\977.eml,0,5,0,1,0,0,0,2,0,0,2,0,0,7,0,0,18.18,54.55,19.48,3.9,1
phishing_set_3\978.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,20.83,58.33,16.67,4.17,1
phishing_set_3\979.eml,5,14,0,1,0,0,0,3,0,0,2,0,0,0,0,0,20.67,49.33,22.0,3.33,1
phishing_set_3\98.eml,5,13,0,1,0,1,0,1,1,4,2,1,1,1,0,0,16.2,55.31,22.91,4.47,1
phishing_set_3\980.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,20.83,58.33,16.67,4.17,1
phishing_set_3\981.eml,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,20.83,58.33,16.67,4.17,1
phishing_set_3\982.eml,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,67.21,14.75,4.92,1
phishing_set_3\983.eml,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,67.21,14.75,4.92,1
phishing_set_3\984.eml,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,67.21,14.75,4.92,1
phishing_set_3\985.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49,74.81,16.1,0.52,1
phishing_set_3\986.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,46.28,10.11,0.0,1
phishing_set_3\987.eml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,51.61,16.13,6.45,1
phishing_set_3\988.eml,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15.79,63.16,18.42,0.0,1
phishing_set_3\989.eml,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,67.21,14.75,4.92,1
phishing_set_3\99.eml,0,5,0,1,0,0,0,3,0,0,2,0,0,6,0,0,18.75,56.25,21.88,1.56,1
phishing_set_3\990.eml,8,17,0,1,0,1,0,0,0,4,4,1,1,1,0,0,16.81,54.62,20.17,3.36,1
phishing_set_3\991.eml,1,9,0,1,0,0,0,1,2,0,2,0,1,1,0,1,17.2,53.76,23.66,5.38,1
phishing_set_3\992.eml,0,1,0,0,0,0,0,2,0,0,1,0,0,4,0,0,14.04,54.39,26.32,5.26,1
phishing_set_3\993.eml,1,0,0,0,2,0,0,7,0,0,2,1,0,2,0,0,13.46,50.0,28.85,5.77,1
phishing_set_3\994.eml,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,67.21,14.75,4.92,1
phishing_set_3\995.eml,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,15.38,64.62,16.92,3.08,1
phishing_set_3\996.eml,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,15.38,64.62,16.92,3.08,1
phishing_set_3\997.eml,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,15.38,64.62,16.92,3.08,1
phishing_set_3\998.eml,7,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,15.83,54.68,25.18,2.16,1
phishing_set_3\999.eml,1,9,0,1,0,0,0,1,0,0,1,1,2,0,0,0,17.0,53.0,19.0,8.0,1
phishing_set_4\1000.eml,7,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,15.83,54.68,25.18,2.16,1
phishing_set_4\1001.eml,0,5,0,1,0,1,0,3,0,0,0,0,0,1,0,2,19.18,57.53,19.18,1.37,1
phishing_set_4\1002.eml,5,14,0,1,0,0,0,3,0,0,2,0,0,0,0,0,20.0,50.67,22.0,3.33,1
phishing_set_4\1003.eml,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,20.73,58.03,15.03,2.59,1
phishing_set_4\1004.eml,0,5,0,1,0,1,0,3,0,0,0,0,0,1,0,2,19.18,57.53,19.18,1.37,1
phishing_set_4\1005.eml,1,10,0,1,0,0,0,1,2,0,2,0,1,1,0,1,17.2,53.76,23.66,5.38,1
phishing_set_4\1006.eml,3,10,0,1,0,0,0,1,2,0,2,0,1,1,0,1,17.89,56.84,20.0,4.21,1
phishing_set_4\1007.eml,1,6,0,1,0,3,0,1,0,0,0,0,0,1,0,1,20.27,50.0,21.62,4.05,1
phishing_set_4\1008.eml,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,18.89,52.22,23.33,0.0,1
phishing_set_4\1009.eml,2,12,0,3,0,1,0,4,0,4,3,1,0,0,0,0,17.46,56.35,19.84,6.35,1
